0,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,777
1,1,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,777,888,888
888,888,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,3,888,888
4,4,777,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,777,888,888
5,5,888,777,777,777,777,777,777,777,777,777,888,888,888,888,888,888,888,888,888,888,777,888
6,7,888,777,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888
888,888,888,8,888,888,888,888,888,888,777,888,888,888,888,888,888,888,888,888,888,888,888,888
888,888,9,888,888,888,888,888,888,888,10,888,888,888,888,888,888,888,888,888,888,888,888,888
16,16,888,13,11,12,13,13,14,15,17,777,888,888,888,888,888,888,888,888,888,888,777,888
777,777,888,777,18,777,777,777,777,777,777,777,888,888,888,888,888,888,888,888,888,888,777,888
888,888,888,19,888,888,19,19,888,888,20,888,888,888,888,20,888,888,888,888,888,888,888,888
777,777,888,777,777,21,777,777,777,777,777,777,888,888,888,888,888,888,888,888,888,888,777,888
777,777,888,777,777,777,777,777,22,777,777,777,888,888,888,888,888,888,888,888,888,888,777,888
24,24,888,24,24,24,24,24,24,24,24,23,888,888,888,888,888,888,888,888,888,888,24,888
777,777,888,777,777,777,777,777,777,25,777,777,888,888,888,888,888,888,888,888,888,888,777,777
26,26,888,26,26,26,26,26,26,26,26,777,888,888,888,888,888,888,888,888,888,888,27,777
28,28,888,28,28,28,28,28,28,28,28,888,888,888,888,888,888,888,888,888,888,888,29,888
888,888,888,30,888,888,31,32,888,888,777,888,888,888,888,777,888,888,888,888,888,777,888,888
888,888,888,888,888,888,888,888,888,888,777,888,33,34,34,34,34,34,34,34,34,777,888,888
888,888,888,35,888,888,35,35,888,888,777,888,888,888,888,777,888,888,888,888,888,777,888,888
888,888,888,888,888,888,888,888,888,888,37,888,888,36,36,36,36,888,888,888,888,37,888,888
888,888,888,777,888,888,777,777,888,888,888,888,888,38,39,40,41,888,888,888,888,888,888,888
888,888,888,777,888,888,777,777,888,888,888,888,888,42,43,44,888,888,888,888,888,888,888,888
888,888,888,46,888,888,46,46,888,888,888,888,888,888,888,45,888,888,888,888,888,888,888,888
888,888,888,888,888,888,888,888,888,888,777,888,888,777,777,777,777,47,48,888,888,777,888,888
888,888,888,49,888,888,49,49,888,888,777,888,888,777,777,777,777,888,888,888,888,777,888,888
888,888,888,888,888,888,888,888,888,888,777,888,888,51,51,51,51,50,50,888,888,51,888,888
888,888,888,888,888,888,888,888,888,888,777,888,888,777,777,777,777,777,777,52,53,777,888,888
888,888,888,54,888,888,54,54,888,888,777,888,888,777,777,777,777,777,777,888,888,777,888,888
888,888,888,888,888,888,888,888,888,888,56,888,888,56,56,56,56,56,56,55,55,56,888,888
888,888,888,58,888,888,57,59,888,888,777,888,888,777,777,777,777,777,777,777,777,777,888,888
